sta_code_h3;sta_label;sta_label_add;sta_type;sta_test_station;sta_monitor;sta_code_h2;sta_code_child;sta_code_parent;sta_comment;sta_city;sta_crs;sta_epsg;sta_kp;sta_altitude_staff_gauge;sta_date_altitude_ref;sta_date_start;sta_date_end;sta_publication_right;sta_time_data_gap;sta_time_discontinuity;sta_impact_local;sta_display_level;sta_dual_staff_gauge;sta_qual_lowflow;sta_qual_meanflow;sta_qual_highflow;sta_purpose;sta_comment_impact_local;sta_date_update;sit_code_h3;sta_main_prod_name;sta_main_prod_name_short;sta_main_prod_code;sta_x_l2e;sta_y_l2e;sta_x_l93;sta_y_l93;sta_x_w84;sta_y_w84;sta_x_l2e_snap;sta_y_l2e_snap;sta_x_l93_snap;sta_y_l93_snap;sta_x_w84_snap;sta_y_w84_snap;sta_area_snap;sta_altitude_snap;sta_territory
A550061001;La Moselle à Pont-Saint-Vincent;NA;Standard station;FALSE;TRUE;A5500610;NA;NA;Depuis le 23/03/2007, les horaires sont en TU;Pont-Saint-Vincent (54432);Lambert 93;2154;NA;214940;2013-11-18 16:41:00;1988-09-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-06-30 13:43:00;A5500610;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;877582.672089651;2407621.39382517;928530;6838626;6.10057771841589;48.6074461470329;877513;2407549;928460;6838555;6.09959;48.60683;3074.4;214.0;Metropolitan France (mainland)
A605102001;La Meurthe à Saint-Dié-des-Vosges;NA;Standard station;FALSE;TRUE;A6051020;NA;NA;Station déplacée de 30m en rive gauche à l'amont du pont le 10/08/1992. - L'écart d'altitude en IGN 69 entre les deux échelles est de 27cm. - Depuis le 23/03/2007, les horaires sont en TU;Saint-Dié-des-Vosges (88413);Lambert 93;2154;NA;335900;2013-11-18 16:42:00;1967-08-08 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-06-30 13:34:00;A6051020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;942776.909279749;2375119.9782439;993397;6805585;6.95689722498915;48.2844219726038;942713;2375149;993333;6805615;6.95606;48.28472;370.7;338.0;Metropolitan France (mainland)
A615103001;La Meurthe à Raon-l'Étape;NA;Standard station;FALSE;TRUE;A6151030;NA;NA;Depuis le 23/03/2007, les horaires sont en TU;Raon-l'Étape (88372);Lambert 93;2154;NA;280980;2013-11-18 16:42:00;1973-11-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2020-06-26 12:23:00;A6151030;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;933739.49842145;2387697.87542479;984475;6818232;6.84506241201692;48.4020321419863;933713;2387749;984449;6818284;6.84474;48.40251;727.1;281.5;Metropolitan France (mainland)
A662121202;La Mortagne à Sainte-Hélène;NA;Standard station;FALSE;FALSE;A6621210;NA;NA;Station remplacée par la station de Autrey (Gare) à partir de janvier 2010;Sainte-Hélène (88418);Lambert 93;2154;NA;319570;2019-06-27 14:27:00;1969-08-01 00:00:00;2013-01-01 00:00:00;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;A6621212;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;922699.209993634;2375126.30492921;973334;6805765;6.6868383938363;48.2947732598253;922613;2375249;973249;6805889;6.68577;48.29592;98.4;320.0;Metropolitan France (mainland)
A673122001;La Mortagne à Gerbéviller;NA;Standard station;FALSE;TRUE;A6731220;NA;NA;Depuis le 23/03/2007, les horaires sont en TU;Gerbéviller (54222);Lambert 93;2154;NA;233350;2013-11-18 16:42:00;1969-11-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;A6731220;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;909527.885569684;2395830.45063952;960351;6826568;6.52447212616632;48.4870677090106;909513;2395849;960336;6826587;6.52428;48.48724;497.5;232.8;Metropolitan France (mainland)
A712201001;L'Esch à Jezainville;NA;Standard station;FALSE;TRUE;A7122010;NA;NA;NA;Jezainville (54279);Lambert 93;2154;NA;182000;2013-11-18 16:43:00;1969-08-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;A7122010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;872002.893034043;2436196.07637182;923200;6867229;6.04328433200108;48.8663757076756;872013;2436149;923210;6867182;6.04339;48.86595;228.0;185.2;Metropolitan France (mainland)
A764201001;La Petite Seille à Château-Salins;NA;Standard station;FALSE;TRUE;A7642010;NA;NA;NA;Château-Salins (57132);Lambert 93;2154;NA;202480;2019-10-01 07:38:00;1968-08-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;A7642010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;906190.091444677;2432490.19938903;957332;6863231;6.50567708114291;48.8177254606117;906413;2432549;957555;6863288;6.50875;48.81815;144.8;198.1;Metropolitan France (mainland)
A788101001;La Seille à Metz - Pont Lothaire aval;Pont Lothaire aval;Standard station;FALSE;TRUE;A7881010;NA;NA;Depuis le 23/03/2007, les horaires sont en TU. Station historique avec une mesure par Bulle à bulle interrompue le 22/05/2015 à la reconstruction du pont et remise en service le 22/11/2015. Pendant la période des travaux, un radar provisoire, posé sur la passerelle provisoire a mesuré la hauteur sur la même section que le bulle à bulle;Metz (57463);Lambert 93;2154;NA;163502;2021-02-17 18:24:00;1964-10-01 00:00:00;2016-12-31 00:00:00;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-02-17 18:24:00;A7881010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;881347.441044668;2462759.26325626;932767;6893694;6.1881515701891;49.1007742227222;881313;2462749;932732;6893684;6.18767;49.1007;1274.2;169.0;Metropolitan France (mainland)
A807101001;L'Orne à Boncourt;NA;Standard station;FALSE;TRUE;A8071010;NA;NA;A partir du 23/03/2007, les données sont en TU;Boncourt (54082);Lambert 93;2154;NA;185000;2013-11-18 16:43:00;1967-10-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-05-12 07:59:00;A8071010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;854932.550990511;2468408.70803826;906418;6899567;5.83046654766742;49.1625656768368;854913;2468449;906399;6899608;5.83022;49.16294;414.0;182.3;Metropolitan France (mainland)
A843101001;L'Orne à Rosselange;NA;Standard station;FALSE;TRUE;A8431010;NA;NA;NA;Rosselange (57597);Lambert 93;2154;NA;164450;2021-04-27 13:54:00;1967-12-16 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-04-27 13:54:00;A8431010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;872046.957060363;2479650.16760626;923618;6910654;6.07200147462842;49.2563922070721;872013;2479649;923584;6910653;6.07154;49.2564;1241.3;166.1;Metropolitan France (mainland)
A850061001;La Moselle à Uckange;NA;Standard station;FALSE;TRUE;A8500610;NA;NA;Depuis le 23/03/2007, les horaires sont en TU;Uckange (57683);Lambert 93;2154;NA;150280;2013-11-18 16:44:00;1981-10-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;A8500610;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;879048.658127234;2486709.9745263;930676;6917649;6.17271874064085;49.3167161413481;879113;2486649;930740;6917588;6.17356;49.31614;10784.9;147.3;Metropolitan France (mainland)
A901305050;La Sarre Rouge à Vasperviller;NA;Standard station;FALSE;TRUE;A9013050;NA;NA;Les métadonnées : coordonnées X/Y, superficie du BV et PK ont été vérifiés courant 2009/2010 et modifiés si nécessaire le 20/04/2010;Vasperviller (57697);Lambert 93;2154;NA;279000;2020-12-14 11:20:00;1968-08-01 00:00:00;NA;Public without rating curve nor correction curve;360;360;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-01-27 08:49:00;A9013050;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;2027;948356.749220042;2415083.85378607;999319;6845472;7.06428950702796;48.6400846732567;948313;2415049;999275;6845438;7.06367;48.6398;89.8;288.0;Metropolitan France (mainland)
A907105050;La Sarre à Diedendorf;NA;Standard station;FALSE;TRUE;A9091060;NA;NA;Les métadonnées : coordonnées X/Y, superficie du BV et PK ont été vérifiés courant 2009/2010 et modifiés si nécessaire le 20/04/2010;Diedendorf (67091);Lambert 93;2154;NA;222000;2020-12-14 11:20:00;1970-07-01 00:00:00;NA;Public without rating curve nor correction curve;360;360;Low or non-existent;NA;FALSE;Uncertain;Uncertain;Uncertain;Low flow monitoring - Flood forecasting;NA;2022-09-07 08:23:00;A9071050;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;2027;946096.294564058;2441386.367041;997288;6871776;7.05508623093602;48.8772884999027;946113;2441449;997305;6871839;7.05536;48.87784;734.9;220.4;Metropolitan France (mainland)
A926000101;L'Eichel à Oermingen;NA;Standard station;FALSE;TRUE;A9352050;NA;NA;Pour des raisons techniques liées à la modernisation de la station, aucune donnée n'est disponible pour la période comprise entre le 1er novembre et le 11 décembre 2006. - Les métadonnées : coordonnées X/Y, superficie du BV et PK ont été vérifiées courant 2009/2010 et modifiées si nécessaire le 20/04/2010;Oermingen (67355);Lambert 93;2154;4.19;210320;2014-09-02 08:18:00;1968-05-01 00:00:00;NA;Public without rating curve nor correction curve;360;360;Low or non-existent;NA;FALSE;Good;Good;Uncertain;Low flow monitoring - Flood forecasting;NA;2022-12-21 13:41:00;A9260001;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;2027;950769.97407565;2455401.29161231;1002080;6885741;7.13028713054829;49.000468064635;950813;2455349;1002123;6885689;7.13083;48.99998;279.4;213.1;Metropolitan France (mainland)
A931108050;La Sarre à Sarreinsming;NA;Standard station;FALSE;TRUE;A9221010;NA;NA;Cette station correspond à la station modernisée avec CPL que l'on peut considérer également comme l'ancienne puisque les échelles n'ont pas été déplacées. - Les métadonnées : coordonnées X/Y, superficie du BV et PK ont été vérifiées courant 2009/2010 et modifiées si nécessaire le 20/04/2010;Sarreinsming (57633);Lambert 93;2154;NA;195000;2021-07-29 09:17:00;1964-01-01 00:00:00;2021-07-06 00:00:00;Public without rating curve nor correction curve;360;360;Low or non-existent;NA;FALSE;Good;Good;Uncertain;Low flow monitoring - Flood forecasting;NA;2022-02-14 14:18:00;A9311080;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;2027;948468.245283808;2464884.62534367;999862;6895238;7.10676291380421;49.0867853153617;948613;2464949;1000007;6895301;7.10879;49.08729;1760.3;202.6;Metropolitan France (mainland)
A932215050;L'Horn à Bousseviller;NA;Standard station;FALSE;TRUE;A9402110;NA;NA;Les métadonnées : coordonnées X/Y, superficie du BV et PK ont été vérifiés courant 2009/2010 et modifiés si nécessaire le 20/04/2010;Bousseviller (57103);Lambert 93;2154;NA;265000;2020-01-29 13:46:00;1969-10-01 00:00:00;NA;Public without rating curve nor correction curve;360;360;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-01-27 08:49:00;A9322150;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;2027;974826.12007324;2471043.41293054;1026256;6901164;7.47209323371564;49.1271030895497;974813;2471049;1026243;6901170;7.47192;49.12716;94.0;257.6;Metropolitan France (mainland)
A975201001;La Nied [Française] à Condé-Northen [Pontigny];NA;Standard station;FALSE;TRUE;A9752010;NA;NA;NA;Condé-Northen (57150);Lambert 93;2154;NA;204000;2013-11-18 16:44:00;1968-11-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-05-12 08:00:00;A9752010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;898097.924104997;2468732.57518362;949558;6899519;6.42131065137309;49.1467842437922;898113;2468749;949573;6899536;6.42153;49.14693;500.1;202.5;Metropolitan France (mainland)
A983201001;La Nied Allemande à Faulquemont;NA;Standard station;FALSE;TRUE;A9832010;NA;NA;Depuis le 23/03/2007, les horaires sont en TU;Faulquemont (57209);Lambert 93;2154;NA;242010;2013-11-18 16:44:00;1984-04-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;A9832010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;912771.282791129;2458341.41482526;964132;6889008;6.61424975393448;49.0465358371857;912713;2458249;964073;6888916;6.61339;49.04574;185.7;253.0;Metropolitan France (mainland)
A986201001;La Nied Allemande à Varize;NA;Standard station;FALSE;TRUE;A9862010;NA;NA;NA;Varize (57695);Lambert 93;2154;NA;204390;2013-11-18 16:44:00;1968-11-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Uncertain;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;A9862010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;899928.471969645;2468344.11545762;951384;6899115;6.44607093968366;49.1424417358575;899913;2468349;951369;6899120;6.44586;49.1425;367.4;204.1;Metropolitan France (mainland)
A994202002;La Nied à Bouzonville;NA;Standard station;FALSE;TRUE;A9942010;NA;NA;NA;Bouzonville (57106);Lambert 93;2154;NA;189000;2013-11-18 16:44:00;1964-11-05 00:00:00;2006-01-13 00:00:00;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-10-22 06:50:00;A9942020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;905762.763429948;2486357.12179151;957370;6917066;6.53904289913706;49.3012849783923;905813;2486349;957420;6917058;6.53973;49.30119;1149.7;202.3;Metropolitan France (mainland)
B022001001;La Meuse à Goncourt;NA;Standard station;FALSE;TRUE;B0220010;NA;NA;A partir du 23/03/2007, les données sont en TU;Goncourt (52225);Lambert 93;2154;NA;299820;2021-11-19 07:36:00;1971-09-14 00:00:00;NA;Public;1440;1440;Low flows only;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;Sous influence végétation;2021-11-19 07:36:00;B0220010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;843439.961410321;2365291.6220698;894048;6796620;5.61425684907846;48.2410111056641;843413;2365249;894021;6796578;5.61387;48.24064;368.2;301.0;Metropolitan France (mainland)
B109201001;Le Mouzon à Circourt-sur-Mouzon [Villars];NA;Standard station;FALSE;TRUE;B1092010;NA;NA;A partir du 23/03/2007, les données sont en TU;Circourt-sur-Mouzon (88104);Lambert 93;2154;NA;290010;2013-11-18 16:44:00;1968-07-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-05-12 07:45:00;B1092010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;850187.410296754;2374085.94901516;900866;6805350;5.71007464113603;48.3174460942049;850213;2374049;900891;6805313;5.7104;48.31711;401.3;288.2;Metropolitan France (mainland)
B115001001;La Meuse à Domrémy-la-Pucelle;NA;Standard station;FALSE;TRUE;B1150010;NA;NA;A partir du 23/03/2007, les données sont en TU. - La dérivation est prise en compte dans les calculs de débit de la station. Ce débit mesuré est < à 10% du débit de la Meuse en étiage et devient insignifiant en moyenne est hautes eaux;Domrémy-la-Pucelle (88154);Lambert 93;2154;NA;267000;2017-01-20 07:47:00;1968-11-13 00:00:00;NA;Public;1440;1440;Low flows only;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;Sous influence de la végétation;2021-01-19 13:40:00;B1150010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;847085.191693122;2387597.06187114;897882;6818878;5.67602882313499;48.4399988275041;847113;2387549;897909;6818830;5.67638;48.43956;1034.6;265.1;Metropolitan France (mainland)
B128201001;Le Vair à Soulosse-sous-Saint-Élophe;NA;Standard station;FALSE;TRUE;B1282010;NA;NA;A partir du 23/03/2007, les données sont en TU;Soulosse-sous-Saint-Élophe (88460);Lambert 93;2154;NA;280420;2013-11-18 16:44:00;1968-08-01 00:00:00;NA;Public;1440;1440;Low flows only;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;Seuil de contrôle instable;2021-01-19 13:40:00;B1282010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;851488.338038899;2383638.02230319;902248;6814884;5.73315632635587;48.4027429283019;851413;2383649;902173;6814896;5.73215;48.40287;440.4;281.0;Metropolitan France (mainland)
B134001001;La Meuse à Vaucouleurs [Chalaines];NA;Standard station;FALSE;TRUE;B1340010;NA;NA;A partir du 23/03/2007, les données sont en TU;Vaucouleurs (55533);Lambert 93;2154;NA;247240;2022-04-07 15:25:00;1972-12-31 00:00:00;NA;Public;1440;1440;Low flows only;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;Instabilité de la section de contrôle;2022-04-07 15:25:00;B1340010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;846515.31479621;2405593.92220747;897467;6836867;5.6786703570404;48.6018571785339;846513;2405549;897464;6836822;5.67861;48.60146;1728.4;246.0;Metropolitan France (mainland)
B222001001;La Meuse à Saint-Mihiel;NA;Standard station;FALSE;TRUE;B2220010;NA;NA;A partir du 23/03/2007, les données sont en TU;Saint-Mihiel (55463);Lambert 93;2154;NA;218950;2013-11-18 16:45:00;1968-06-26 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;B2220010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;834386.172170104;2435058.1780366;885599;6866415;5.53063369382647;48.8709923329192;834413;2435049;885626;6866406;5.53099;48.8709;2543.2;199.6;Metropolitan France (mainland)
B315002001;La Meuse à Stenay;NA;Standard station;FALSE;TRUE;B3150020;NA;NA;NA;Stenay (55502);Lambert 93;2154;NA;162170;2021-12-29 16:32:00;1963-08-26 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-12-29 16:32:00;B3150020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Grand Est;DREAL Grand Est;13001025900021;806076.442489388;2503400.10225464;857893;6934955;5.17885049510716;49.4943467865536;806013;2503349;857829;6934905;5.17795;49.49391;3914.6;166.0;Metropolitan France (mainland)
