sta_code_h3;top_altitude_mean;top_slo_mean;top_dist_outlet_mean;top_itopo_mean;top_slo_ori_n;top_slo_ori_ne;top_slo_ori_e;top_slo_ori_se;top_slo_ori_s;top_slo_ori_sw;top_slo_ori_w;top_slo_ori_nw;top_drainage_density;top_mor_form_factor_horton;top_mor_form_factor_square;top_mor_shape_factor;top_mor_compact_coef;top_mor_circ_ratio;top_mor_elong_ratio_circ;top_mor_elong_ratio_catchment;top_mor_relief_ratio;top_slo_flat;top_slo_gentle;top_slo_moderate;top_slo_strong;top_slo_steep;top_slo_very_steep
P323401001;371;4.34;13.77;12.1;7.032;10.963;16.681;12.644;13.281;15.899;15.696;7.805;0.47311;0.1485;0.3625;6.732;1.8742;0.2847;0.4349;0.3854;0.0127;13.223;60.881;17.946;6.385;1.516;0.048
P326431001;236;5.74;8.4;11.2;10.367;14.867;14.763;14.14;13.361;15.974;9.969;6.559;0.3961;0.2023;0.3316;4.9431;1.9595;0.2604;0.5075;0.4498;0.017;8.809;39.841;31.758;19.038;0.554;0
P327401001;291;5.17;19.38;12.8;7.423;12.152;16.209;13.137;13.42;16.563;13.921;7.175;0.47283;0.1657;0.3407;6.0358;1.9331;0.2676;0.4593;0.407;0.0098;11.093;48.555;25.935;13.102;1.296;0.02
P332251001;820;6.15;7.15;11.1;7.988;6.514;11.627;13.68;11.348;15.733;20.101;13.009;0.89247;0.2884;0.369;3.4673;1.8576;0.2898;0.606;0.537;0.0242;7.913;40.183;29.059;20.773;2.072;0
P335251001;728;7.33;18.05;12.1;7.83;8.421;15.032;11.315;11.284;17.079;17.956;11.083;0.75118;0.1721;0.2947;5.8102;2.0787;0.2314;0.4681;0.4149;0.0154;5.514;31.903;29.21;29.277;4.088;0.006
P361401001;627;4.87;7.76;11.2;5.438;7.509;14.995;16.125;11.347;15.913;17.137;11.535;0.62251;0.168;0.3184;5.9513;1.9996;0.2501;0.4625;0.4099;0.0175;14.925;47.881;23.446;13.253;0.494;0
P367401001;504;5.75;16.75;12.7;9.975;10.476;11.014;11.694;11.189;14.637;17.456;13.56;0.62489;0.1476;0.2225;6.7734;2.3923;0.1747;0.4336;0.3842;0.0162;13.21;43.083;22.463;18.439;2.805;0
P392252001;477;7.06;41.24;13.9;9.38;9.766;12.56;12.285;11.633;15.238;16.7;12.438;0.6228;0.1287;0.2231;7.7705;2.3887;0.1753;0.4048;0.3587;0.0099;7.249;34.308;27.964;25.931;4.514;0.034
P392252002;473;7.03;44.27;13.9;9.527;9.793;12.49;12.267;11.723;15.143;16.598;12.459;0.61709;0.1202;0.2194;8.3214;2.409;0.1723;0.3912;0.3467;0.0095;7.57;34.21;27.96;25.777;4.449;0.034
P411401001;229;5.5;8.02;11.7;9.697;12.266;12.647;12.745;15.771;16.979;11.036;8.859;0.3423;0.3621;0.368;2.7619;1.86;0.2891;0.679;0.6017;0.0163;7.902;46.855;29.397;14.9;0.947;0
P427101001;371;6.04;101.01;15.4;10.48;11.033;12.559;12.126;11.937;14.521;15.273;12.07;0.478;0.0926;0.2142;10.7998;2.438;0.1682;0.3434;0.3043;0.0046;9.712;40.297;28.014;19.649;2.303;0.024
P540401001;100;3.28;7.86;11.9;9.557;10.546;13.063;13.253;13.808;14.025;14.174;11.574;0.49575;0.3494;0.4766;2.8619;1.6345;0.3743;0.667;0.5911;0.0096;15.852;72.059;11.683;0.406;0;0
P571501001;72;2.05;5.02;11.6;12.703;15.944;15.911;11.082;9.163;9.692;13.364;12.14;0.421;0.3329;0.3246;3.0043;1.9804;0.255;0.651;0.5769;0.0088;45.981;51.77;2.084;0.165;0;0
P608151001;330;3.94;30.86;13.6;9.51;8.444;12.455;14.798;13.691;14.559;13.905;12.638;0.50475;0.1452;0.3096;6.8866;2.0279;0.2432;0.43;0.3811;0.0076;14.697;61.45;18.035;5.671;0.147;0
P613402001;329;3.56;20.82;12.9;9.834;7.216;10.825;15.495;15.935;14.375;13.752;12.568;0.41091;0.1174;0.2861;8.5164;2.1096;0.2247;0.3867;0.3427;0.0083;17.196;64.981;14.307;3.323;0.193;0
P613402002;334;3.53;20.76;12.9;9.602;7.347;11.274;16.093;16.22;13.848;13.316;12.298;0.42587;0.1171;0.3209;8.5386;1.992;0.252;0.3862;0.3422;0.0082;17.355;65.483;13.6;3.36;0.203;0
P638251001;298;3.99;60.55;14.3;11.84;11.076;11.462;12.422;13.216;14.272;13.549;12.164;0.37626;0.0801;0.2179;12.4871;2.4172;0.1712;0.3193;0.283;0.004;14.142;61.468;19.252;4.757;0.38;0.001
P700151001;289;3.91;60.27;15.1;11.088;10.043;11.706;13.479;13.5;14.136;13.582;12.466;0.39087;0.1441;0.3245;6.9393;1.9809;0.2548;0.4283;0.3796;0.0041;15.392;61.048;18.388;4.901;0.271;0.001
P704151001;279;3.96;65.84;15.2;11.563;10.524;11.636;13.058;13.224;13.758;13.481;12.757;0.372;0.1347;0.2735;7.4253;2.1575;0.2148;0.4141;0.367;0.0038;15.604;60.008;18.79;5.327;0.271;0
P726151001;214;3.77;137.56;15.9;12.428;11.148;11.536;12.594;12.925;12.933;13.241;13.195;0.37866;0.0649;0.193;15.3992;2.5682;0.1516;0.2875;0.2548;0.0023;21.136;55.591;17.374;5.673;0.225;0
P801251001;354;3.73;23.99;12.5;7.215;6.807;12.948;17.637;14.122;13.721;16.069;11.481;0.54381;0.064;0.1834;15.6302;2.6348;0.144;0.2854;0.2529;0.0081;16.842;62.916;15.41;4.574;0.258;0
P821501001;178;3.16;6.19;11.4;11.96;9.702;7.792;10.67;14.293;14.02;15.608;15.955;0.35841;0.2712;0.4419;3.6872;1.6975;0.347;0.5876;0.5208;0.0102;21.191;65.409;12.605;0.794;0;0
P831252001;175;3.6;63.72;15.2;11.327;11.135;12.065;13.224;12.815;12.649;13.777;13.008;0.37048;0.0933;0.2392;10.7155;2.3073;0.1878;0.3447;0.3055;0.0035;20.672;57.957;17.193;4.138;0.04;0
Q011571001;938;19.96;7.62;9.2;22.92;15.063;13.331;7.887;5.196;7.052;9.217;19.332;0;0.214;0.3779;4.6719;1.8357;0.2968;0.522;0.4626;0.109;0.34;2.227;5.104;28.487;55.057;8.784
Q022402001;440;6.55;17.31;12.6;20.268;20.676;13.951;6.758;4.769;7.465;9.972;16.141;0.59507;0.1331;0.337;7.5125;1.9438;0.2647;0.4117;0.3648;0.0212;35.45;18.985;13.147;22.983;9.331;0.104
Q028003001;771;10.71;51.26;14;19.956;17.834;15.17;9.444;4.871;5.837;9.804;17.083;0.58138;0.1078;0.2039;9.2776;2.4988;0.1602;0.3705;0.3283;0.0297;35.657;11.326;8.034;16.137;22.264;6.582
Q045001001;610;8.31;60.37;14.8;18.039;17.687;16.891;9.098;4.36;5.902;11.59;16.432;0.63321;0.1044;0.2075;9.5749;2.4769;0.163;0.3647;0.3232;0.0246;41.238;15.191;9.456;14.299;15.307;4.509
Q052252001;655;14.26;14.17;11.6;18.729;17.775;11.819;9.021;7.794;11.344;12.059;11.459;0.52432;0.2457;0.4922;4.0708;1.6083;0.3866;0.5593;0.4956;0.0583;2.689;11.11;16.826;36.918;26.272;6.185
Q055401001;504;6.69;3.57;9.4;13.787;23.064;19.319;8.511;2.979;9.021;11.404;11.915;0.71678;0.2181;0.4183;4.5852;1.7447;0.3285;0.527;0.467;0.032;3.149;32.511;38.809;25.021;0.511;0
Q219252001;117;2.57;52.89;14.8;13.961;16.797;11.619;8.904;11.398;15.403;11.451;10.466;0.54716;0.0771;0.2229;12.978;2.39;0.1751;0.3132;0.2776;0.0024;39.738;50.265;8.76;1.236;0.001;0
Q254431001;97;1.23;18.32;14.5;11.394;11.094;10.57;11.751;17.338;15.323;12.254;10.274;0.3574;0.2139;0.2725;4.6748;2.1617;0.214;0.5219;0.4625;0.0027;75.117;24.733;0.15;0;0;0
Q259331001;114;1.92;60.28;16.4;13.16;13.701;11.016;10.446;13.682;14.996;12.017;10.982;0.51852;0.1432;0.2574;6.9816;2.2239;0.2022;0.427;0.3785;0.0019;56.159;38.889;4.41;0.542;0;0
Q346401001;133;2.99;67.35;15.2;15.875;17.505;9.821;6.933;9.78;15.45;12.729;11.908;0.57046;0.0676;0.2073;14.7967;2.4783;0.1628;0.2933;0.26;0.0031;44.129;36.039;14.993;4.812;0.027;0
Q550101001;915;15.23;95.5;14.5;15.077;15.896;12.37;9.48;8.804;11.933;13.166;13.275;0.64701;0.0907;0.2156;11.0299;2.43;0.1694;0.3398;0.3011;0.0189;15.431;14.69;12.778;17.147;24.125;15.829
Q732252002;728;17.36;28.02;12.3;16.634;15.328;12.942;11.921;10.067;9.318;10.422;13.369;0.53176;0.186;0.3046;5.3777;2.0445;0.2392;0.4866;0.4312;0.0412;3.198;8.415;10.245;26.197;43.744;8.201
Q803251001;367;12.65;25.41;12;13.539;15.046;13.828;10.85;9.616;9.156;12.663;15.302;0.51314;0.1272;0.2899;7.8602;2.0956;0.2277;0.4025;0.3567;0.0279;4.627;17.799;15.054;31.765;28.71;2.045
Q916461001;671;19.45;16.92;10.9;13.074;13.909;15.056;12.506;9.313;8.701;13.361;14.081;0.5695;0.1738;0.3679;5.7522;1.8603;0.2889;0.4705;0.4169;0.0428;0.453;2.766;5.252;28.563;56.151;6.814
R103001001;339;3.47;18.47;12.5;15.026;17.095;10.089;6.661;10.549;15.213;12.985;12.381;0.48682;0.1096;0.2942;9.1277;2.0804;0.231;0.3735;0.331;0.0075;15.45;68.044;14.832;1.674;0;0
R202001001;176;2.46;68.39;16.1;12.871;12.044;10.622;10.819;12.03;14.008;14.482;13.122;0.34255;0.121;0.2667;8.2664;2.1849;0.2095;0.3925;0.3478;0.0028;42.856;48.143;7.684;1.3;0.018;0
R222001001;160;2.32;101.32;16.4;12.722;12.135;10.947;11.564;12.535;13.577;13.884;12.636;0.31852;0.0908;0.2502;11.0104;2.2556;0.1965;0.3401;0.3014;0.0023;46.113;46.212;6.575;1.085;0.015;0
S222461001;69;0.88;13.92;14.2;13.528;8.717;9.75;10.266;14.543;14.915;14.435;13.846;0.41106;0.1519;0.1869;6.5812;2.6101;0.1468;0.4398;0.3898;0.002;87.26;12.74;0;0;0;0
S224251001;78;0.96;51.7;17;15.014;11.906;10.428;9.972;11.955;12.806;13.731;14.188;0.39043;0.1924;0.1673;5.1972;2.7586;0.1314;0.495;0.4386;0.0014;84.14;15.569;0.288;0.003;0;0
U010401001;418;5;8.86;11.4;13.781;10.402;7.054;11.694;13.064;14.668;14.092;15.244;0.5463;0.2478;0.3253;4.0363;1.9783;0.2555;0.5616;0.4977;0.0199;10.962;48.894;28.48;10.869;0.794;0
U012401001;394;4.29;18.7;13.3;11.871;11.941;10.61;12.09;12.349;13.502;13.588;14.049;0.28843;0.265;0.3149;3.7729;2.011;0.2473;0.5809;0.5148;0.0108;18.215;51.648;20.838;8.9;0.398;0
U041501001;561;7.66;13.46;11.8;9.262;6.712;8.464;14.85;18.948;15.16;13.571;13.034;0.41196;0.2236;0.3986;4.4719;1.7873;0.313;0.5336;0.4729;0.0208;10.728;30.613;21.212;29.765;7.633;0.049
U044431001;452;4.47;16.37;13;9.585;6.589;8.744;14.674;18.364;15.876;13.053;13.115;0.4268;0.2481;0.2981;4.0308;2.0667;0.2341;0.562;0.4981;0.0176;21.944;50.067;16.014;9.42;2.551;0.004
U047401001;394;4.62;39.95;14.6;10.447;8.351;8.79;13.262;16.592;15.089;13.752;13.719;0.45214;0.2022;0.318;4.9448;2.0009;0.2498;0.5074;0.4497;0.0087;26.347;44.242;14.469;11.709;3.189;0.044
U052501001;330;4.51;12.4;12.7;10.632;8.674;11.656;14.442;12.786;11.663;14.105;16.042;0.25433;0.1942;0.1955;5.15;2.5522;0.1535;0.4972;0.4407;0.0093;18.14;46.772;24.575;10.084;0.428;0
U061001001;334;4.11;89.25;16;10.371;9.908;11.42;14.7;14.606;13.212;13.085;12.698;0.39187;0.1706;0.2663;5.8622;2.1867;0.2091;0.466;0.413;0.0043;25.388;47.837;15.885;9.793;1.084;0.012
U063501001;265;2.81;16.89;13;7.834;10.177;13.723;17.956;14.85;13.009;12.713;9.737;0.29267;0.15;0.2887;6.668;2.1;0.2268;0.437;0.3873;0.0061;33.37;55.051;10.067;1.491;0.021;0
U072401001;302;3.64;33.8;13.9;8.518;11.421;13.904;16.161;14.153;12.848;13.408;9.589;0.34503;0.1047;0.2379;9.5497;2.3134;0.1869;0.3651;0.3236;0.0046;31.688;44.165;15.811;8.053;0.283;0
U081501001;255;2.88;14.48;13.5;11.962;9.807;10.698;11.979;11.499;10.971;15.952;17.133;0.26334;0.2365;0.3089;4.229;2.0302;0.2426;0.5487;0.4863;0.0077;36.257;50.232;10.109;3.393;0.009;0
U092401001;347;3.42;25.06;13.9;8.978;11.532;14.955;17.255;15.528;12.74;10.43;8.581;0.22663;0.1949;0.3869;5.1296;1.8141;0.3039;0.4982;0.4415;0.0064;37.199;40.959;13.173;8.561;0.108;0
U092402001;314;2.93;42.05;14.5;8.691;11.139;15.381;17.34;15.068;12.276;10.89;9.216;0.22342;0.1128;0.2645;8.865;2.1941;0.2077;0.379;0.3359;0.0044;42.027;42.46;9.8;5.642;0.071;0
U100401001;696;14.54;7.12;10.4;11.708;6.884;4.571;15.311;13.685;10.081;14.582;23.177;0.54935;0.3734;0.5488;2.678;1.5232;0.431;0.6895;0.6111;0.06;1.921;9.184;11.554;37.255;39.568;0.519
U103541001;365;5.33;13.76;12.7;11.805;7.915;7.718;13.462;15.464;13.675;13.325;16.635;0.18087;0.319;0.39;3.1351;1.8068;0.3063;0.6373;0.5648;0.0131;17.565;42.941;20.551;16.378;2.566;0
U104401001;410;6.14;35.28;14.3;10.229;8.403;10.094;14.503;15.186;12.934;13.882;14.77;0.40511;0.178;0.2524;5.6189;2.246;0.1982;0.476;0.4219;0.0139;23.607;36.174;15.686;16.257;8.013;0.263
U105401001;380;5.63;53.6;14.7;9.723;8.715;11.089;14.753;14.495;12.231;14.403;14.591;0.36006;0.118;0.2257;8.476;2.3751;0.1773;0.3876;0.3435;0.0095;21.968;40.165;17.243;14.775;5.671;0.178
U108401001;338;5;111.63;15.3;9.849;8.588;11.532;15.752;13.707;11.48;14.45;14.641;0.3397;0.0525;0.1552;19.0313;2.8641;0.1219;0.2587;0.2292;0.0052;22.885;43.97;17.079;12.109;3.847;0.111
U110901001;418;4.92;10.3;11.5;5.549;10.847;16.057;15.789;13.684;13.327;14.665;10.08;0.38941;0.1455;0.2648;6.8749;2.193;0.2079;0.4304;0.3814;0.0115;24.389;39.607;17.449;16.789;1.766;0
U111521001;231;2.37;3.7;10.6;11.483;9.946;17.812;28.571;12.477;4.34;5.335;10.036;0;0.2905;0.5227;3.442;1.5608;0.4105;0.6082;0.539;0.0146;43.128;49.186;7.143;0.542;0;0
U120401001;415;5.87;16.32;12.6;11.144;11.227;11.924;15.411;14.614;12.494;12.02;11.166;0.1931;0.3377;0.3071;2.961;2.0362;0.2412;0.6557;0.5811;0.0102;11.715;39.184;26.755;21.027;1.319;0
U122401001;397;4.65;40.82;14.3;10.268;10.804;14.002;17.557;13.625;10.749;11.414;11.582;0.20622;0.1677;0.2469;5.962;2.2708;0.1939;0.4621;0.4095;0.0051;24.654;40.686;19.057;14.535;1.067;0
U122402001;390;4.5;50.53;14.4;10.032;10.582;13.973;17.538;13.61;10.997;11.795;11.474;0.21433;0.1297;0.1979;7.7091;2.5364;0.1554;0.4064;0.3602;0.0046;27.198;39.581;18.269;13.929;1.023;0
U123502001;273;1.73;23.65;14.2;6.08;14.487;20.175;23.586;14.166;9.908;6.856;4.742;0.31829;0.1513;0.3037;6.6097;2.0476;0.2385;0.4389;0.389;0.0089;62.495;33.421;2.742;1.338;0.004;0
U201201001;1107;6.68;15.84;12.3;15.224;7.456;7.792;16.788;8.187;7.149;13.897;23.506;0.20428;0.1938;0.1764;5.1612;2.6865;0.1386;0.4967;0.4402;0.0198;8.27;33.729;31.003;23.878;3.12;0
U202201001;1057;6.86;22.71;13;12.907;6.209;8.621;19.148;10.725;7.66;12.738;21.992;0.26572;0.1575;0.1574;6.3488;2.8444;0.1236;0.4478;0.3969;0.0129;9.979;33.94;28.215;22.947;4.714;0.204
U202202001;1053;7.21;26.51;13.1;12.139;6.153;8.37;19.076;10.701;7.606;12.957;22.999;0.2837;0.1388;0.1459;7.2026;2.9541;0.1146;0.4204;0.3726;0.012;9.693;32.803;27.339;23.641;6.295;0.229
U203502002;891;3.54;18.6;13.4;13.995;9.354;12.185;16.661;9.91;6.757;10.571;20.566;0.2315;0.1153;0.2593;8.6743;2.2161;0.2036;0.3831;0.3395;0.0091;41.714;36.339;12.339;7.698;1.905;0.005
U221502001;795;6.71;34.76;14.1;13.545;7.873;9.841;17.053;11.677;7.468;10.563;21.981;0.09326;0.1627;0.2965;6.1457;2.0721;0.2329;0.4552;0.4034;0.0128;20.365;34.409;18.009;18.473;7.766;0.978
U222541001;564;7.49;5.28;10.7;23.543;8.552;8.73;13.388;10.181;7.865;10.359;17.384;0.09707;0.3077;0.2846;3.2499;2.1152;0.2235;0.6259;0.5547;0.0389;12.039;35.098;16.645;27.081;9.112;0.025
U230521001;712;14.12;2.45;8.3;2.567;6.808;12.723;19.085;29.129;18.415;9.152;2.121;0.69879;0.4198;0.5891;2.3822;1.4702;0.4627;0.7311;0.6479;0.1206;0.67;5.357;9.821;52.455;31.696;0
U233401001;460;4.41;27.91;14.4;14.773;11.968;12.487;11.924;12.712;10.691;11.037;14.407;0.30086;0.2639;0.2308;3.7895;2.3488;0.1813;0.5796;0.5137;0.0145;32.191;41.089;11.94;11.354;3.368;0.058
U234502001;800;17.1;5.72;9.4;3.012;9.304;18.206;20.683;13.387;12.818;14.625;7.965;0.35778;0.2452;0.3993;4.079;1.7856;0.3136;0.5587;0.4951;0.0697;3.414;4.953;6.024;31.66;51.037;2.912
U234504001;490;6.83;21.36;12.9;7.014;8.255;13.922;18.544;18.239;13.761;10.761;9.504;0.36154;0.1467;0.2589;6.8179;2.2175;0.2034;0.4321;0.383;0.0229;25.673;33.027;13.514;15.099;12.206;0.48
U235661001;387;4.49;7.29;11.3;8.04;11.564;17.047;16.402;12.347;12.44;12.969;9.191;0.28607;0.2326;0.34;4.2984;1.9353;0.267;0.5443;0.4823;0.0145;16.379;49.758;23.842;9.514;0.507;0
U254201001;623;6.31;204.46;16.2;13.265;8.721;10.441;15.734;12.574;8.967;11.698;18.601;0.21276;0.033;0.1157;30.2729;3.3178;0.0908;0.2051;0.1817;0.0031;22.079;35.426;17.655;17.068;7.052;0.72
U256502001;258;1.8;14.41;13.4;10.798;7.451;10.142;16.466;15.499;11.034;13.573;15.037;0.48611;0.1521;0.2722;6.5744;2.1627;0.2138;0.4401;0.39;0.0092;64.503;31.545;2.414;1.127;0.412;0
U262401001;655;6.06;45.43;14.6;13.301;9.214;10.114;13.323;10.234;9.489;14.423;19.901;0.13988;0.1436;0.2563;6.9633;2.2287;0.2013;0.4276;0.379;0.01;20.812;40.551;16.114;14.89;6.99;0.642
U272201001;580;5.85;199.08;16.6;12.994;8.91;10.336;14.664;12.038;9.585;13.051;18.422;0.21719;0.0387;0.1863;25.8556;2.6139;0.1464;0.2219;0.1967;0.0029;25.635;35.967;15.971;15.407;6.402;0.618
U303401001;310;4.05;29.77;14.8;9.662;11.593;16.377;18.579;14.18;10.563;9.654;9.391;0.28352;0.2674;0.2152;3.74;2.4324;0.169;0.5835;0.5171;0.0077;38.807;32.105;15.725;11.721;1.621;0.02
U320521001;600;10.4;6.66;9.9;11.506;17.776;18.261;14.253;5.01;4.525;14.124;14.544;0.30668;0.248;0.4232;4.0326;1.7344;0.3324;0.5619;0.498;0.0571;0.808;10.827;23.497;57.143;7.725;0
U321401001;470;8.53;18.38;12.5;11.465;13.44;15.436;13.991;8.747;9.254;13.739;13.928;0.28528;0.304;0.3914;3.2891;1.8037;0.3074;0.6222;0.5514;0.023;3.125;21.279;29.43;41.98;4.186;0
U322501001;330;5.15;14.99;12.9;9.183;12.413;13.48;16.541;13;10.46;13.905;11.018;0.3211;0.2798;0.2931;3.5734;2.0844;0.2302;0.5969;0.529;0.0124;10.117;47.943;27.415;14.189;0.336;0
U341502001;345;5.89;6.94;10.8;11.211;11.799;10.258;6.783;6.698;8.716;19.675;24.86;0.75583;0.1996;0.3604;5.01;1.8796;0.2831;0.5041;0.4468;0.0282;12.528;45.628;19.339;18.077;4.428;0
U342401001;306;2.55;38.1;15.4;10.935;9.796;10.563;11.074;11.007;13.247;17.615;15.763;0.32085;0.1799;0.2265;5.5571;2.3711;0.1779;0.4787;0.4242;0.008;54.405;36.225;4.341;3.269;1.542;0.219
U344502001;288;4.57;9.21;12;11.126;11.195;8.126;7.818;6.6;11.624;24.79;18.721;0.36136;0.1986;0.2893;5.0365;2.098;0.2272;0.5028;0.4456;0.024;42.962;34.185;5.109;10.423;7.286;0.034
U401401001;278;2.44;9.39;13.2;10.672;13.087;13.385;9.625;7.281;12.148;19.417;14.384;0.37824;0.1817;0.2537;5.5048;2.24;0.1993;0.4809;0.4262;0.0124;66.413;22.463;3.438;5.544;2.142;0
U430541001;358;8.71;4.36;9.1;19.182;25.273;21.273;17.636;9.455;2.727;0.818;3.636;0;0.2152;0.498;4.6475;1.599;0.3911;0.5234;0.4639;0.0555;1.818;22.909;32.273;35.182;7.818;0
U450501001;596;11.86;6.01;10.3;13.175;13.193;13.954;18.213;13.556;11.272;10.13;6.506;0.47791;0.4209;0.4283;2.3759;1.7241;0.3364;0.732;0.6488;0.0595;0.507;8.427;16.999;57.938;16.038;0.091
U452521001;336;6.05;9.47;11.4;13.119;18.548;21.742;14.806;12.01;3.387;7.233;9.155;0.21576;0.2471;0.3172;4.0463;2.0036;0.2491;0.561;0.4971;0.0401;11.034;39.683;26.52;20.071;2.692;0
U462401001;526;11.11;24.89;12.3;9.333;13.733;15.802;14.588;12.891;14.161;11.879;7.614;0.5343;0.1472;0.289;6.7915;2.0991;0.2269;0.433;0.3837;0.0159;2.039;13.475;20.82;46.298;17.318;0.05
U462501001;579;12.95;8.05;10.2;10.266;14.636;15.157;14.543;13.985;15.864;10.582;4.966;0.27003;0.2212;0.461;4.5201;1.6619;0.3621;0.5307;0.4704;0.0379;0.837;6.825;14.525;52.706;25.107;0
U463501001;539;10.04;14.17;11.9;13.876;12.995;13.936;14.743;11.747;8.861;9.48;14.362;0.606;0.2417;0.366;4.138;1.865;0.2875;0.5547;0.4916;0.023;3.019;16.519;23.54;44.716;12.192;0.014
U463661001;549;10.67;16.82;11.7;13.46;17.041;13.982;13.644;13.294;11.011;9.179;8.39;0.23209;0.2143;0.3041;4.6653;2.0462;0.2388;0.5224;0.463;0.0276;2.781;19.656;17.717;42.674;17.136;0.036
U464401001;516;10.22;25.43;13.2;11.599;14.086;15.015;14.332;12.336;11.457;10.938;10.237;0.49345;0.2899;0.2487;3.4495;2.2627;0.1953;0.6075;0.5384;0.0153;3.34;18.183;21.504;42.581;14.359;0.033
V041501001;881;12.45;6.52;10.2;0.675;2.077;22.28;62.14;8.05;2.233;1.532;1.013;0.3099;0.2738;0.4754;3.6525;1.6365;0.3734;0.5904;0.5232;0.1069;12.958;19.164;6.933;22.695;37.133;1.117
V101503001;1200;16.32;17.19;10.8;3.813;1.943;10.439;23.094;5.292;4.167;21.541;29.711;0.30205;0.0946;0.1929;10.568;2.5695;0.1515;0.3471;0.3076;0.0332;1.58;9.523;13.771;32.952;32.244;9.931
V101581001;931;11.76;13.83;11.8;8.53;9.238;18.076;16.467;8.881;8.239;15.282;15.287;0.17509;0.2412;0.2357;4.1451;2.3241;0.1851;0.5542;0.4912;0.038;3.787;20.441;22.439;28.697;21.04;3.595
V123521001;1272;26.85;8.03;8.7;7.762;18.243;26.635;6.816;2.797;1.34;19.937;16.47;0.45989;0.1576;0.3775;6.345;1.8366;0.2965;0.448;0.397;0.1326;1.615;2.325;2.443;11.466;43.459;38.692
V123561001;1093;22.68;11.61;10.4;12.936;14.017;15.087;6.474;4.971;12.299;19.929;14.287;0.28056;0.2164;0.357;4.6219;1.8886;0.2804;0.5249;0.4651;0.0897;6.106;3.977;4.907;15.109;43.424;26.478
V123741001;997;16.37;5.86;9.5;7.443;8.27;38.736;4.83;0.43;0.695;20.212;19.385;0.27925;0.2752;0.4969;3.6332;1.6008;0.3902;0.592;0.5246;0.1199;1.588;4.069;13.033;42.309;30.533;8.468
V125501001;1170;20.17;11.4;11.4;7.106;7.332;20.28;14.059;4.671;8.851;19.77;17.931;0.43352;0.5053;0.3149;1.9792;2.0107;0.2473;0.8021;0.7108;0.07;0.764;4.897;9.085;27.191;40.728;17.335
V125781001;762;9.43;4.58;9.9;3.588;2.392;5.402;7.835;4.412;5.979;40.701;29.691;0.1854;0.3761;0.3563;2.659;1.8904;0.2798;0.692;0.6133;0.1504;6.103;23.464;24.99;33.072;10.062;2.309
V132502001;640;9.28;11.41;11.8;8.541;7.749;13.901;10.455;6.569;8.8;21.802;22.183;0.43213;0.2723;0.3307;3.6718;1.9622;0.2597;0.5889;0.5219;0.0576;9.303;23.651;24.313;30.249;9.44;3.044
V141401001;890;7.7;17.44;12;2.31;5.893;26.256;14.356;9.52;16.046;19.914;5.703;0.38576;0.1382;0.2621;7.2358;2.204;0.2059;0.4195;0.3718;0.0289;5.57;33.53;27.276;25.491;8.102;0.032
V145431002;684;14.91;9.24;10.4;7.96;28.225;11.119;4.434;11.451;23.826;8.431;4.556;0.23833;0.1369;0.4046;7.3069;1.774;0.3177;0.4174;0.3699;0.0464;4.224;14.47;14.627;30.04;26.811;9.827
V146431001;525;11.17;17.11;11.9;6.049;21.428;19.157;8.396;9.261;17.017;12.807;5.886;0.39242;0.1224;0.2837;8.1682;2.1184;0.2228;0.3948;0.3499;0.0274;8.352;21.867;19.608;28.926;16.088;5.158
V150401001;1247;23.28;11.12;10.2;10.55;11.092;16.271;14.889;6.455;8.348;19.334;13.06;0.43863;0.2971;0.4472;3.3658;1.6873;0.3513;0.6151;0.5451;0.0929;0.17;2.244;5.424;21.44;48.368;22.355
V151501001;1190;20.61;11.63;10.7;7.533;9.03;18.276;11.687;6.732;9.342;20.813;16.587;0.34578;0.3534;0.371;2.8293;1.8526;0.2914;0.6708;0.5945;0.0831;0.817;3.522;6.724;28.586;45.061;15.29
V177401001;375;4.56;30.74;14.3;20.236;12.009;10.171;11.746;11.694;9.385;9.615;15.145;0.38373;0.1478;0.1964;6.7672;2.5463;0.1542;0.4338;0.3844;0.0084;28.328;37.684;18.648;13.74;1.598;0.001
V211401001;668;4.36;13.09;12.5;6.204;6.887;15.121;16.029;10.349;11.182;21.231;12.997;0.33031;0.1929;0.3106;5.1851;2.0247;0.2439;0.4955;0.4392;0.0167;30.383;42.014;14.934;9.207;3.434;0.028
V241401001;1004;10.55;21.88;12.1;8.311;6.408;9.528;19.313;10.061;8.444;14.024;23.912;0.30346;0.1454;0.2051;6.8764;2.4915;0.1611;0.4303;0.3813;0.0324;6.25;24.237;23.089;26.431;16.907;3.086
V251501002;779;8.77;10.51;11.4;9.025;11.096;17.058;6.028;3.742;7.375;27.302;18.374;0.44962;0.1894;0.3386;5.2808;1.9392;0.2659;0.491;0.4352;0.0276;7.936;26.17;21.091;33.847;10.6;0.356
V300561001;283;1.64;10.43;13.6;14.396;14.899;12.579;11.69;15.608;10.929;9.176;10.723;0.2189;0.2238;0.2816;4.4684;2.1265;0.2211;0.5338;0.4731;0.006;69.081;26.601;2.384;1.869;0.064;0
V301501001;504;9.06;7.7;10.6;14.452;16.799;19.406;19.212;16.304;5.514;2.391;5.923;0.30135;0.1948;0.348;5.1345;1.9127;0.2734;0.498;0.4413;0.0437;8.723;24.941;17.984;35.43;12.901;0.022
